head_id,layer,score,top_particle,top_is_particle0,top_is_leading,knn_contains_particle0,knn_contains_leading,route_role,route_code,event_index,rank,true_label,pred_label
L0_ch40:48,0,10.37344741821289,37,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",341,1,label_Tbl,label_Tbl
L1_ch0:16,1,4.603926181793213,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",341,2,label_Tbl,label_Tbl
L1_ch112:128,1,3.786398410797119,2,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",341,3,label_Tbl,label_Tbl
L2_ch128:160,2,0.5285803079605103,0,1,1,1,1,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",341,4,label_Tbl,label_Tbl
L2_ch32:64,2,0.5158820152282715,0,1,1,1,1,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",341,5,label_Tbl,label_Tbl
L2_ch160:192,2,0.45689454674720764,0,1,1,1,1,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",341,6,label_Tbl,label_Tbl
L2_ch0:32,2,0.3857925832271576,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",341,7,label_Tbl,label_Tbl
L2_ch224:256,2,0.26750558614730835,0,1,1,1,1,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",341,8,label_Tbl,label_Tbl
L2_ch192:224,2,0.1357431411743164,0,1,1,1,1,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",341,9,label_Tbl,label_Tbl
L2_ch64:96,2,0.10804073512554169,0,1,1,1,1,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",341,10,label_Tbl,label_Tbl
L0_ch40:48,0,7.530105113983154,40,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",434,1,label_Tbqq,label_Tbqq
L1_ch0:16,1,5.968778610229492,12,0,0,0,0,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",434,2,label_Tbqq,label_Tbqq
L1_ch112:128,1,3.606674909591675,4,0,0,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",434,3,label_Tbqq,label_Tbqq
L2_ch0:32,2,0.35648205876350403,3,0,0,0,0,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",434,4,label_Tbqq,label_Tbqq
L2_ch192:224,2,0.1447013020515442,3,0,0,0,0,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",434,5,label_Tbqq,label_Tbqq
L2_ch128:160,2,0.1435498744249344,3,0,0,0,0,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",434,6,label_Tbqq,label_Tbqq
L2_ch64:96,2,0.11427030712366104,3,0,0,0,0,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",434,7,label_Tbqq,label_Tbqq
L2_ch224:256,2,0.09451651573181152,3,0,0,0,0,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",434,8,label_Tbqq,label_Tbqq
L2_ch32:64,2,0.08483478426933289,6,0,0,0,0,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",434,9,label_Tbqq,label_Tbqq
L2_ch160:192,2,0.07644417881965637,6,0,0,0,0,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",434,10,label_Tbqq,label_Tbqq
L1_ch0:16,1,5.176209926605225,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch0:16: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # rol",445,1,label_Tbqq,label_Tbqq
L0_ch40:48,0,4.765304088592529,2,0,0,0,0,context builder / relay away from direct core readout,"# L0_ch40:48: route-aware L0 local builder
for particle i:
    neighbors = knn(i, k=16)
    edge = compare_raw_particle_features(i, neighbors)
    local_pattern = detect_local_pid_pt_radial_edge(edge)
    write_L0_local_pattern(local_patter",445,2,label_Tbqq,label_Tbqq
L1_ch112:128,1,4.662032127380371,0,1,1,1,1,context builder / relay away from direct core readout,"# L1_ch112:128: route-aware L1 context relay
for particle i:
    neighbors = knn(i, k=16)
    l0_context = read_L0_edge_features(i, neighbors)
    route_context = mix_core_and_secondary(l0_context)
    write_L1_context(route_context)
    # ",445,3,label_Tbqq,label_Tbqq
L2_ch0:32,2,0.33375951647758484,4,0,0,0,0,late readout moderately core-aligned,"# L2_ch0:32: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
    ",445,4,label_Tbqq,label_Tbqq
L2_ch192:224,2,0.2220955193042755,2,0,0,0,0,late readout moderately core-aligned,"# L2_ch192:224: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",445,5,label_Tbqq,label_Tbqq
L2_ch224:256,2,0.15647810697555542,4,0,0,0,0,route-aware late core readout,"# L2_ch224:256: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",445,6,label_Tbqq,label_Tbqq
L2_ch160:192,2,0.12032100558280945,2,0,0,0,0,route-aware late core readout,"# L2_ch160:192: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",445,7,label_Tbqq,label_Tbqq
L2_ch32:64,2,0.10854887962341309,16,0,0,0,0,route-aware late core readout,"# L2_ch32:64: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",445,8,label_Tbqq,label_Tbqq
L2_ch128:160,2,0.10433103889226913,2,0,0,0,0,route-aware late core readout,"# L2_ch128:160: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
 ",445,9,label_Tbqq,label_Tbqq
L2_ch64:96,2,0.08317340910434723,16,0,0,0,0,route-aware late core readout,"# L2_ch64:96: route-aware L2 readout
for event:
    top_particle = select_particle_by_head_output()
    neighbors = knn(top_particle, k=16)
    context = read_L1_context(top_particle, neighbors)
    evidence = aggregate_context(context)
   ",445,10,label_Tbqq,label_Tbqq
