event,donor,fraction,n_patch,baseline_pred,patched_pred,success_to_Hqql,flip,delta_margin,target_p0_pid,donor_p0_pid
15317,12836,0.2,2,label_Tbl,label_Hqql,1,1,4.921862483024597,photon,charged_hadron
15317,12836,0.4,3,label_Tbl,label_Hqql,1,1,4.912484765052795,photon,charged_hadron
15317,12836,0.6,5,label_Tbl,label_Hqql,1,1,2.9862260818481445,photon,charged_hadron
15317,12836,0.8,6,label_Tbl,label_Hqql,1,1,2.982226014137268,photon,charged_hadron
15317,12836,1.0,8,label_Tbl,label_Hqql,1,1,3.0049227476119995,photon,charged_hadron
15359,13254,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15359,13254,0.2,2,label_Tbl,label_Hqql,1,1,2.750630736351013,muon,electron
15359,13254,0.4,3,label_Tbl,label_Hqql,1,1,3.31124484539032,muon,electron
15359,13254,0.6,5,label_Tbl,label_Hqql,1,1,2.5978347063064575,muon,electron
15359,13254,0.8,6,label_Tbl,label_Hqql,1,1,1.6021466255187988,muon,electron
15359,13254,1.0,8,label_Tbl,label_Hqql,1,1,1.0444295406341553,muon,electron
15362,13955,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
15362,13955,0.2,2,label_Tbl,label_Tbl,0,0,0.671059250831604,photon,muon
15362,13955,0.4,3,label_Tbl,label_Tbl,0,0,0.6008084416389465,photon,muon
15362,13955,0.6,5,label_Tbl,label_Hqql,1,1,2.2971731424331665,photon,muon
15362,13955,0.8,6,label_Tbl,label_Hqql,1,1,1.9311516284942627,photon,muon
15362,13955,1.0,8,label_Tbl,label_Hqql,1,1,2.0021883249282837,photon,muon
15369,13001,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15369,13001,0.2,2,label_Tbl,label_Hqql,1,1,5.839920282363892,muon,electron
15369,13001,0.4,3,label_Tbl,label_Hqql,1,1,5.6782307624816895,muon,electron
15369,13001,0.6,5,label_Tbl,label_Tbl,0,0,3.3046125173568726,muon,electron
15369,13001,0.8,6,label_Tbl,label_Tbl,0,0,2.0510993003845215,muon,electron
15369,13001,1.0,8,label_Tbl,label_Tbl,0,0,-0.46341562271118164,muon,electron
15392,14352,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15392,14352,0.2,2,label_Tbl,label_Hqql,1,1,3.337469220161438,muon,electron
15392,14352,0.4,3,label_Tbl,label_Hqql,1,1,2.536563515663147,muon,electron
15392,14352,0.6,5,label_Tbl,label_Tbl,0,0,1.2352169752120972,muon,electron
15392,14352,0.8,6,label_Tbl,label_Tbl,0,0,1.5389333963394165,muon,electron
15392,14352,1.0,8,label_Tbl,label_Tbl,0,0,0.06509244441986084,muon,electron
15400,16332,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15400,16332,0.2,2,label_Tbl,label_Hqql,1,1,3.476061701774597,muon,electron
15400,16332,0.4,3,label_Tbl,label_Hqql,1,1,3.6364245414733887,muon,electron
15400,16332,0.6,5,label_Tbl,label_Hcc,0,1,3.510022521018982,muon,electron
15400,16332,0.8,6,label_Tbl,label_Hcc,0,1,3.774355888366699,muon,electron
15400,16332,1.0,8,label_Tbl,label_Hcc,0,1,4.022635221481323,muon,electron
15410,14072,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
15410,14072,0.2,2,label_Tbl,label_Hqql,1,1,3.1326383352279663,neutral_hadron,electron
15410,14072,0.4,3,label_Tbl,label_Hqql,1,1,1.7566337585449219,neutral_hadron,electron
15410,14072,0.6,5,label_Tbl,label_Tbl,0,0,-1.0944230556488037,neutral_hadron,electron
15410,14072,0.8,6,label_Tbl,label_Tbl,0,0,-0.7351999282836914,neutral_hadron,electron
15410,14072,1.0,8,label_Tbl,label_Hqql,1,1,0.6426347494125366,neutral_hadron,electron
15414,14180,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
15414,14180,0.2,2,label_Tbl,label_Zqq,0,1,2.3754706382751465,photon,muon
15414,14180,0.4,3,label_Tbl,label_Wqq,0,1,3.3934590816497803,photon,muon
15414,14180,0.6,5,label_Tbl,label_Wqq,0,1,3.4347832202911377,photon,muon
15414,14180,0.8,6,label_Tbl,label_Zqq,0,1,3.020777463912964,photon,muon
15414,14180,1.0,8,label_Tbl,label_Zqq,0,1,4.191242456436157,photon,muon
15417,15513,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
15417,15513,0.2,2,label_Tbl,label_Hqql,1,1,1.541285753250122,electron,charged_hadron
15417,15513,0.4,3,label_Tbl,label_Hqql,1,1,0.988105297088623,electron,charged_hadron
15417,15513,0.6,5,label_Tbl,label_Hqql,1,1,2.364593267440796,electron,charged_hadron
15417,15513,0.8,6,label_Tbl,label_Hqql,1,1,2.161356210708618,electron,charged_hadron
15417,15513,1.0,8,label_Tbl,label_Hqql,1,1,1.5648852586746216,electron,charged_hadron
15499,12420,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
15499,12420,0.2,2,label_Tbl,label_Hqql,1,1,5.74058997631073,electron,charged_hadron
15499,12420,0.4,3,label_Tbl,label_Hqql,1,1,6.138225436210632,electron,charged_hadron
15499,12420,0.6,5,label_Tbl,label_Hqql,1,1,3.3466668128967285,electron,charged_hadron
15499,12420,0.8,6,label_Tbl,label_Hqql,1,1,4.459551453590393,electron,charged_hadron
15499,12420,1.0,8,label_Tbl,label_Hqql,1,1,5.108255743980408,electron,charged_hadron
15528,12931,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,muon
15528,12931,0.2,2,label_Tbl,label_Hqql,1,1,2.1344090700149536,photon,muon
15528,12931,0.4,3,label_Tbl,label_Hqql,1,1,2.1973308324813843,photon,muon
15528,12931,0.6,5,label_Tbl,label_Hqql,1,1,2.320667862892151,photon,muon
15528,12931,0.8,6,label_Tbl,label_Hqql,1,1,1.7808804512023926,photon,muon
15528,12931,1.0,8,label_Tbl,label_Tbl,0,0,0.4865100383758545,photon,muon
15531,15586,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,charged_hadron
15531,15586,0.2,2,label_Tbl,label_Hqql,1,1,1.6771867275238037,photon,charged_hadron
15531,15586,0.4,3,label_Tbl,label_Hqql,1,1,1.3213574886322021,photon,charged_hadron
15531,15586,0.6,5,label_Tbl,label_Hqql,1,1,0.8103635311126709,photon,charged_hadron
15531,15586,0.8,6,label_Tbl,label_Hqql,1,1,0.5168783664703369,photon,charged_hadron
15531,15586,1.0,8,label_Tbl,label_Hqql,1,1,0.850787878036499,photon,charged_hadron
15543,14702,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15543,14702,0.2,2,label_Tbl,label_Tbl,0,0,4.284026145935059,electron,electron
15543,14702,0.4,3,label_Tbl,label_Hqql,1,1,4.6212568283081055,electron,electron
15543,14702,0.6,5,label_Tbl,label_Tbl,0,0,3.987918496131897,electron,electron
15543,14702,0.8,6,label_Tbl,label_Tbl,0,0,2.5245254039764404,electron,electron
15543,14702,1.0,8,label_Tbl,label_Tbl,0,0,1.0464470386505127,electron,electron
15564,12785,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15564,12785,0.2,2,label_Tbl,label_Tbl,0,0,-1.9054511785507202,electron,electron
15564,12785,0.4,3,label_Tbl,label_Tbl,0,0,-3.121935248374939,electron,electron
15564,12785,0.6,5,label_Tbl,label_Tbl,0,0,-4.547891974449158,electron,electron
15564,12785,0.8,6,label_Tbl,label_Tbl,0,0,-4.884079337120056,electron,electron
15564,12785,1.0,8,label_Tbl,label_Tbl,0,0,-4.8292282819747925,electron,electron
15597,15806,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15597,15806,0.2,2,label_Tbl,label_Tbl,0,0,-1.044992208480835,muon,electron
15597,15806,0.4,3,label_Tbl,label_Tbl,0,0,-0.777348518371582,muon,electron
15597,15806,0.6,5,label_Tbl,label_Tbl,0,0,-0.6855466365814209,muon,electron
15597,15806,0.8,6,label_Tbl,label_Hqql,1,1,1.5241732597351074,muon,electron
15597,15806,1.0,8,label_Tbl,label_Hqql,1,1,3.5560061931610107,muon,electron
15599,15370,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15599,15370,0.2,2,label_Tbl,label_Tbl,0,0,0.6418370008468628,muon,electron
15599,15370,0.4,3,label_Tbl,label_Hqql,1,1,1.6682227849960327,muon,electron
15599,15370,0.6,5,label_Tbl,label_Tbl,0,0,1.2755342721939087,muon,electron
15599,15370,0.8,6,label_Tbl,label_Tbl,0,0,0.7736752033233643,muon,electron
15599,15370,1.0,8,label_Tbl,label_Tbl,0,0,0.25894081592559814,muon,electron
15607,14839,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15607,14839,0.2,2,label_Tbl,label_Tbl,0,0,-1.2084100246429443,electron,electron
15607,14839,0.4,3,label_Tbl,label_Tbl,0,0,-1.0493626594543457,electron,electron
15607,14839,0.6,5,label_Tbl,label_Tbl,0,0,0.10232150554656982,electron,electron
15607,14839,0.8,6,label_Tbl,label_Tbl,0,0,0.9806232452392578,electron,electron
15607,14839,1.0,8,label_Tbl,label_Hqql,1,1,2.0576586723327637,electron,electron
15630,15121,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15630,15121,0.2,2,label_Tbl,label_Hqql,1,1,2.6563847064971924,muon,electron
15630,15121,0.4,3,label_Tbl,label_Tbl,0,0,0.9288387298583984,muon,electron
15630,15121,0.6,5,label_Tbl,label_Tbl,0,0,-0.0377427339553833,muon,electron
15630,15121,0.8,6,label_Tbl,label_Tbl,0,0,-0.25031793117523193,muon,electron
15630,15121,1.0,8,label_Tbl,label_Tbl,0,0,-1.5788781642913818,muon,electron
15658,15724,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15658,15724,0.2,2,label_Tbl,label_Tbl,0,0,0.668169379234314,electron,electron
15658,15724,0.4,3,label_Tbl,label_Tbl,0,0,0.17287540435791016,electron,electron
15658,15724,0.6,5,label_Tbl,label_Tbl,0,0,0.4032728672027588,electron,electron
15658,15724,0.8,6,label_Tbl,label_Tbl,0,0,-0.45589184761047363,electron,electron
15658,15724,1.0,8,label_Tbl,label_Tbl,0,0,0.11383116245269775,electron,electron
15697,14867,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
15697,14867,0.2,2,label_Tbl,label_Tbl,0,0,-0.08607602119445801,neutral_hadron,electron
15697,14867,0.4,3,label_Tbl,label_Tbl,0,0,0.22714638710021973,neutral_hadron,electron
15697,14867,0.6,5,label_Tbl,label_Tbl,0,0,0.2591865062713623,neutral_hadron,electron
15697,14867,0.8,6,label_Tbl,label_Hqql,1,1,3.765186131000519,neutral_hadron,electron
15697,14867,1.0,8,label_Tbl,label_Hqql,1,1,6.393397092819214,neutral_hadron,electron
15795,12640,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,electron
15795,12640,0.2,2,label_Tbl,label_Tbl,0,0,6.493754267692566,neutral_hadron,electron
15795,12640,0.4,3,label_Tbl,label_Hqql,1,1,7.428242564201355,neutral_hadron,electron
15795,12640,0.6,5,label_Tbl,label_Hqql,1,1,7.551084756851196,neutral_hadron,electron
15795,12640,0.8,6,label_Tbl,label_Hqql,1,1,7.201164484024048,neutral_hadron,electron
15795,12640,1.0,8,label_Tbl,label_Tbl,0,0,6.07281494140625,neutral_hadron,electron
15803,15347,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
15803,15347,0.2,2,label_Tbl,label_Tbl,0,0,0.7073419094085693,electron,neutral_hadron
15803,15347,0.4,3,label_Tbl,label_Hqql,1,1,1.1125158071517944,electron,neutral_hadron
15803,15347,0.6,5,label_Tbl,label_Tbl,0,0,0.6337254047393799,electron,neutral_hadron
15803,15347,0.8,6,label_Tbl,label_Tbl,0,0,0.41437485814094543,electron,neutral_hadron
15803,15347,1.0,8,label_Tbl,label_Tbl,0,0,0.7600537538528442,electron,neutral_hadron
15860,14869,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,electron
15860,14869,0.2,2,label_Tbl,label_Hqql,1,1,2.8178422451019287,photon,electron
15860,14869,0.4,3,label_Tbl,label_Hqql,1,1,3.782602071762085,photon,electron
15860,14869,0.6,5,label_Tbl,label_Hqql,1,1,1.8402576446533203,photon,electron
15860,14869,0.8,6,label_Tbl,label_Hqql,1,1,1.4587676525115967,photon,electron
15860,14869,1.0,8,label_Tbl,label_Hqql,1,1,1.0697098970413208,photon,electron
15876,14533,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,photon
15876,14533,0.2,2,label_Tbl,label_Hqql,1,1,1.1854345798492432,muon,photon
15876,14533,0.4,3,label_Tbl,label_Hqql,1,1,1.2619857788085938,muon,photon
15876,14533,0.6,5,label_Tbl,label_Tbl,0,0,0.9018611907958984,muon,photon
15876,14533,0.8,6,label_Tbl,label_Hqql,1,1,2.5364819765090942,muon,photon
15876,14533,1.0,8,label_Tbl,label_Hqql,1,1,3.631003499031067,muon,photon
15893,13626,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
15893,13626,0.2,2,label_Tbl,label_Tbl,0,0,1.4436802864074707,electron,muon
15893,13626,0.4,3,label_Tbl,label_Tbl,0,0,1.6869316101074219,electron,muon
15893,13626,0.6,5,label_Tbl,label_Tbl,0,0,1.2308216094970703,electron,muon
15893,13626,0.8,6,label_Tbl,label_Tbl,0,0,1.0683833360671997,electron,muon
15893,13626,1.0,8,label_Tbl,label_Tbl,0,0,1.0781933069229126,electron,muon
15896,15711,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,photon
15896,15711,0.2,2,label_Tbl,label_Hqql,1,1,2.728518843650818,muon,photon
15896,15711,0.4,3,label_Tbl,label_Hqql,1,1,2.3138049840927124,muon,photon
15896,15711,0.6,5,label_Tbl,label_Hqql,1,1,1.2688307762145996,muon,photon
15896,15711,0.8,6,label_Tbl,label_Hqql,1,1,1.2169437408447266,muon,photon
15896,15711,1.0,8,label_Tbl,label_Hqql,1,1,1.2866209745407104,muon,photon
15900,13966,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15900,13966,0.2,2,label_Tbl,label_Hqql,1,1,3.344899892807007,electron,electron
15900,13966,0.4,3,label_Tbl,label_Hqql,1,1,3.539754629135132,electron,electron
15900,13966,0.6,5,label_Tbl,label_Hqql,1,1,4.620847702026367,electron,electron
15900,13966,0.8,6,label_Tbl,label_Hqql,1,1,3.9574360847473145,electron,electron
15900,13966,1.0,8,label_Tbl,label_Hqql,1,1,4.361886024475098,electron,electron
15930,14179,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
15930,14179,0.2,2,label_Tbl,label_Hqql,1,1,1.9222790002822876,electron,charged_hadron
15930,14179,0.4,3,label_Tbl,label_Tbl,0,0,1.3870619088411331,electron,charged_hadron
15930,14179,0.6,5,label_Tbl,label_Tbl,0,0,-0.2995496988296509,electron,charged_hadron
15930,14179,0.8,6,label_Tbl,label_Tbl,0,0,-0.08361423015594482,electron,charged_hadron
15930,14179,1.0,8,label_Tbl,label_Tbl,0,0,0.3060239553451538,electron,charged_hadron
15951,15219,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
15951,15219,0.2,2,label_Tbl,label_Tbl,0,0,1.0060925483703613,muon,electron
15951,15219,0.4,3,label_Tbl,label_Tbl,0,0,1.6001739501953125,muon,electron
15951,15219,0.6,5,label_Tbl,label_Tbl,0,0,1.9872106313705444,muon,electron
15951,15219,0.8,6,label_Tbl,label_Tbl,0,0,2.3986170291900635,muon,electron
15951,15219,1.0,8,label_Tbl,label_Tbl,0,0,3.051036238670349,muon,electron
15958,14659,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,neutral_hadron
15958,14659,0.2,2,label_Tbl,label_Hqql,1,1,1.6039329767227173,electron,neutral_hadron
15958,14659,0.4,3,label_Tbl,label_Hqql,1,1,1.2799288034439087,electron,neutral_hadron
15958,14659,0.6,5,label_Tbl,label_Hqql,1,1,0.5378224849700928,electron,neutral_hadron
15958,14659,0.8,6,label_Tbl,label_Hqql,1,1,0.5666042566299438,electron,neutral_hadron
15958,14659,1.0,8,label_Tbl,label_Hqql,1,1,0.6795554161071777,electron,neutral_hadron
15964,14404,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
15964,14404,0.2,2,label_Tbl,label_Hqql,1,1,3.7001113891601562,muon,muon
15964,14404,0.4,3,label_Tbl,label_Hqql,1,1,4.589218854904175,muon,muon
15964,14404,0.6,5,label_Tbl,label_Hqql,1,1,4.5034825801849365,muon,muon
15964,14404,0.8,6,label_Tbl,label_Hqql,1,1,4.224905014038086,muon,muon
15964,14404,1.0,8,label_Tbl,label_Tbl,0,0,2.1108678579330444,muon,muon
15985,12327,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
15985,12327,0.2,2,label_Tbl,label_Hqql,1,1,5.670525550842285,electron,charged_hadron
15985,12327,0.4,3,label_Tbl,label_Hqql,1,1,4.735025882720947,electron,charged_hadron
15985,12327,0.6,5,label_Tbl,label_Hqql,1,1,3.968996286392212,electron,charged_hadron
15985,12327,0.8,6,label_Tbl,label_Hqql,1,1,3.411141037940979,electron,charged_hadron
15985,12327,1.0,8,label_Tbl,label_Hqql,1,1,3.3440970480442047,electron,charged_hadron
15986,12510,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,electron
15986,12510,0.2,2,label_Tbl,label_Tbl,0,0,-0.06257307529449463,electron,electron
15986,12510,0.4,3,label_Tbl,label_Tbl,0,0,0.048361778259277344,electron,electron
15986,12510,0.6,5,label_Tbl,label_Hqql,1,1,1.727134346961975,electron,electron
15986,12510,0.8,6,label_Tbl,label_Hqql,1,1,2.662382125854492,electron,electron
15986,12510,1.0,8,label_Tbl,label_Hqql,1,1,1.4511975049972534,electron,electron
15987,15132,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,photon
15987,15132,0.2,2,label_Tbl,label_Hqql,1,1,7.938307285308838,electron,photon
15987,15132,0.4,3,label_Tbl,label_Hqql,1,1,9.078296184539795,electron,photon
15987,15132,0.6,5,label_Tbl,label_Hqql,1,1,7.557861804962158,electron,photon
15987,15132,0.8,6,label_Tbl,label_Hqql,1,1,8.931674480438232,electron,photon
15987,15132,1.0,8,label_Tbl,label_Hqql,1,1,8.507216930389404,electron,photon
15994,12496,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,muon
15994,12496,0.2,2,label_Tbl,label_Tbl,0,0,0.338284969329834,muon,muon
15994,12496,0.4,3,label_Tbl,label_Tbl,0,0,0.6703474521636963,muon,muon
15994,12496,0.6,5,label_Tbl,label_Tbl,0,0,-0.05921018123626709,muon,muon
15994,12496,0.8,6,label_Tbl,label_Tbl,0,0,-0.3104739189147949,muon,muon
15994,12496,1.0,8,label_Tbl,label_Hqql,1,1,2.2778806686401367,muon,muon
16038,16113,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,neutral_hadron
16038,16113,0.2,2,label_Tbl,label_Tbl,0,0,0.7137819528579712,muon,neutral_hadron
16038,16113,0.4,3,label_Tbl,label_Hqql,1,1,1.1464780569076538,muon,neutral_hadron
16038,16113,0.6,5,label_Tbl,label_Hqql,1,1,2.5954668521881104,muon,neutral_hadron
16038,16113,0.8,6,label_Tbl,label_Hqql,1,1,2.7593263387680054,muon,neutral_hadron
16038,16113,1.0,8,label_Tbl,label_Hqql,1,1,2.6990491151809692,muon,neutral_hadron
16048,13999,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,electron
16048,13999,0.2,2,label_Tbl,label_Hqql,1,1,2.971353054046631,charged_hadron,electron
16048,13999,0.4,3,label_Tbl,label_Hqql,1,1,3.264136791229248,charged_hadron,electron
16048,13999,0.6,5,label_Tbl,label_Hqql,1,1,2.8642914295196533,charged_hadron,electron
16048,13999,0.8,6,label_Tbl,label_Hqql,1,1,2.462942600250244,charged_hadron,electron
16048,13999,1.0,8,label_Tbl,label_Hqql,1,1,2.8886187076568604,charged_hadron,electron
16051,13413,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
16051,13413,0.2,2,label_Tbl,label_Hqql,1,1,6.000593423843384,electron,muon
16051,13413,0.4,3,label_Tbl,label_Hqql,1,1,5.831759214401245,electron,muon
16051,13413,0.6,5,label_Tbl,label_Hqql,1,1,4.430181264877319,electron,muon
16051,13413,0.8,6,label_Tbl,label_Hqql,1,1,4.063534736633301,electron,muon
16051,13413,1.0,8,label_Tbl,label_Hqql,1,1,0.7970893383026123,electron,muon
16052,14274,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,electron
16052,14274,0.2,2,label_Tbl,label_Hqql,1,1,0.831647515296936,photon,electron
16052,14274,0.4,3,label_Tbl,label_Hqql,1,1,0.9384053945541382,photon,electron
16052,14274,0.6,5,label_Tbl,label_Hqql,1,1,1.0544910430908203,photon,electron
16052,14274,0.8,6,label_Tbl,label_Hcc,0,1,1.7370418310165405,photon,electron
16052,14274,1.0,8,label_Tbl,label_Hbb,0,1,2.253029704093933,photon,electron
16072,14624,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
16072,14624,0.2,2,label_Tbl,label_Hqql,1,1,4.833142101764679,muon,electron
16072,14624,0.4,3,label_Tbl,label_Hqql,1,1,4.59533154964447,muon,electron
16072,14624,0.6,5,label_Tbl,label_Tbl,0,0,3.6571663916110992,muon,electron
16072,14624,0.8,6,label_Tbl,label_Hqql,1,1,4.068035960197449,muon,electron
16072,14624,1.0,8,label_Tbl,label_Hqql,1,1,5.9447572231292725,muon,electron
16084,13742,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,neutral_hadron
16084,13742,0.2,2,label_Tbl,label_Tbl,0,0,-0.1478288173675537,muon,neutral_hadron
16084,13742,0.4,3,label_Tbl,label_Tbl,0,0,-0.11114203929901123,muon,neutral_hadron
16084,13742,0.6,5,label_Tbl,label_Tbl,0,0,1.2240683734416962,muon,neutral_hadron
16084,13742,0.8,6,label_Tbl,label_Hqql,1,1,1.4318826794624329,muon,neutral_hadron
16084,13742,1.0,8,label_Tbl,label_Tbl,0,0,0.8199957609176636,muon,neutral_hadron
16095,15183,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,muon
16095,15183,0.2,2,label_Tbl,label_Hqql,1,1,4.3747336864471436,electron,muon
16095,15183,0.4,3,label_Tbl,label_Hqql,1,1,3.3218986988067627,electron,muon
16095,15183,0.6,5,label_Tbl,label_Hqql,1,1,3.6749861240386963,electron,muon
16095,15183,0.8,6,label_Tbl,label_Hqql,1,1,3.3673722743988037,electron,muon
16095,15183,1.0,8,label_Tbl,label_Hqql,1,1,2.202254056930542,electron,muon
16108,15274,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
16108,15274,0.2,2,label_Tbl,label_Hqql,1,1,1.0712932348251343,muon,electron
16108,15274,0.4,3,label_Tbl,label_Hqql,1,1,0.7672446668148041,muon,electron
16108,15274,0.6,5,label_Tbl,label_Tbl,0,0,0.3978269100189209,muon,electron
16108,15274,0.8,6,label_Tbl,label_Hqql,1,1,0.5940219163894653,muon,electron
16108,15274,1.0,8,label_Tbl,label_Hqql,1,1,2.9152930974960327,muon,electron
16130,15712,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
16130,15712,0.2,2,label_Tbl,label_Tbl,0,0,-0.6800535917282104,muon,electron
16130,15712,0.4,3,label_Tbl,label_Tbl,0,0,-0.782201886177063,muon,electron
16130,15712,0.6,5,label_Tbl,label_Tbl,0,0,-1.4464900493621826,muon,electron
16130,15712,0.8,6,label_Tbl,label_Tbl,0,0,-2.1355161666870117,muon,electron
16130,15712,1.0,8,label_Tbl,label_Tbl,0,0,-2.4133081436157227,muon,electron
16159,15374,0.0,0,label_Tbl,label_Tbl,0,0,0.0,muon,electron
16159,15374,0.2,2,label_Tbl,label_Hqql,1,1,2.0004076957702637,muon,electron
16159,15374,0.4,3,label_Tbl,label_Hqql,1,1,2.4142088890075684,muon,electron
16159,15374,0.6,5,label_Tbl,label_Hqql,1,1,2.4384846687316895,muon,electron
16159,15374,0.8,6,label_Tbl,label_Hqql,1,1,2.722172498703003,muon,electron
16159,15374,1.0,8,label_Tbl,label_Hqql,1,1,2.6782119274139404,muon,electron
16185,16271,0.0,0,label_Tbl,label_Tbl,0,0,0.0,neutral_hadron,charged_hadron
16185,16271,0.2,2,label_Tbl,label_Hqql,1,1,0.700114369392395,neutral_hadron,charged_hadron
16185,16271,0.4,3,label_Tbl,label_Tbl,0,0,-0.061086565256118774,neutral_hadron,charged_hadron
16185,16271,0.6,5,label_Tbl,label_Tbl,0,0,-0.5491420030593872,neutral_hadron,charged_hadron
16185,16271,0.8,6,label_Tbl,label_Tbl,0,0,-0.6066387891769409,neutral_hadron,charged_hadron
16185,16271,1.0,8,label_Tbl,label_Tbl,0,0,-0.3250834047794342,neutral_hadron,charged_hadron
16227,13131,0.0,0,label_Tbl,label_Tbl,0,0,0.0,electron,charged_hadron
16227,13131,0.2,2,label_Tbl,label_Hqql,1,1,3.5459264516830444,electron,charged_hadron
16227,13131,0.4,3,label_Tbl,label_Hqql,1,1,4.2031638622283936,electron,charged_hadron
16227,13131,0.6,5,label_Tbl,label_Hqql,1,1,5.141307830810547,electron,charged_hadron
16227,13131,0.8,6,label_Tbl,label_Hqql,1,1,5.4758405685424805,electron,charged_hadron
16227,13131,1.0,8,label_Tbl,label_Hqql,1,1,6.902459144592285,electron,charged_hadron
16260,14424,0.0,0,label_Tbl,label_Tbl,0,0,0.0,photon,photon
16260,14424,0.2,2,label_Tbl,label_Hqql,1,1,0.3726160526275635,photon,photon
16260,14424,0.4,3,label_Tbl,label_Tbl,0,0,0.15166378021240234,photon,photon
16260,14424,0.6,5,label_Tbl,label_Tbl,0,0,-0.6143670082092285,photon,photon
16260,14424,0.8,6,label_Tbl,label_Tbl,0,0,-0.6382610201835632,photon,photon
16260,14424,1.0,8,label_Tbl,label_Tbl,0,0,-1.209017038345337,photon,photon
16267,14771,0.0,0,label_Tbl,label_Tbl,0,0,0.0,charged_hadron,muon
16267,14771,0.2,2,label_Tbl,label_Hqql,1,1,6.412867605686188,charged_hadron,muon
16267,14771,0.4,3,label_Tbl,label_Hqql,1,1,4.860816538333893,charged_hadron,muon
16267,14771,0.6,5,label_Tbl,label_Hqql,1,1,2.357802450656891,charged_hadron,muon
16267,14771,0.8,6,label_Tbl,label_Hqql,1,1,2.726638615131378,charged_hadron,muon
16267,14771,1.0,8,label_Tbl,label_Hqql,1,1,4.140900671482086,charged_hadron,muon
